date,close,regime_signal_raw,regime_signal_fft,regime_signal_fused
2016-11-07,213.15,0,1.0,0
2016-11-08,214.11,1,1.0,1
2016-11-09,216.38,1,1.0,1
2016-11-10,216.92,1,1.0,1
2016-11-11,216.42,1,1.0,1
2016-11-14,216.59,1,1.0,1
2016-11-15,218.28,1,1.0,1
2016-11-16,217.87,1,1.0,1
2016-11-17,218.99,1,1.0,1
2016-11-18,218.5,1,1.0,1
2016-11-21,220.15,1,1.0,1
2016-11-22,220.58,1,1.0,1
2016-11-23,220.7,1,1.0,1
2016-11-25,221.52,1,1.0,1
2016-11-28,220.48,1,1.0,1
2016-11-29,220.91,1,1.0,1
2016-11-30,220.38,1,1.0,1
2016-12-01,219.57,1,1.0,1
2016-12-02,219.68,1,1.0,1
2016-12-05,221.0,1,1.0,1
2016-12-06,221.7,1,1.0,1
2016-12-07,224.6,1,1.0,1
2016-12-08,225.15,1,1.0,1
2016-12-09,226.51,1,1.0,1
2016-12-12,226.25,1,1.0,1
2016-12-13,227.76,1,1.0,1
2016-12-14,225.88,1,1.0,1
2016-12-15,226.81,1,1.0,1
2016-12-16,225.04,1,1.0,1
2016-12-19,225.53,1,1.0,1
2016-12-20,226.4,1,1.0,1
2016-12-21,225.77,1,1.0,1
2016-12-22,225.38,1,1.0,1
2016-12-23,225.71,1,1.0,1
2016-12-27,226.27,1,1.0,1
2016-12-28,224.4,1,1.0,1
2016-12-29,224.35,1,1.0,1
2016-12-30,223.53,1,1.0,1
2017-01-03,225.24,1,1.0,1
2017-01-04,226.58,1,1.0,1
2017-01-05,226.4,1,1.0,1
2017-01-06,227.21,1,1.0,1
2017-01-09,226.46,1,1.0,1
2017-01-10,226.46,1,1.0,1
2017-01-11,227.1,1,1.0,1
2017-01-12,226.53,1,1.0,1
2017-01-13,227.05,1,1.0,1
2017-01-17,226.25,1,1.0,1
2017-01-18,226.75,1,1.0,1
2017-01-19,225.91,1,1.0,1
2017-01-20,226.74,1,1.0,1
2017-01-23,226.15,1,1.0,1
2017-01-24,227.6,1,1.0,1
2017-01-25,229.57,1,1.0,1
2017-01-26,229.33,1,1.0,1
2017-01-27,228.97,1,1.0,1
2017-01-30,227.55,1,1.0,1
2017-01-31,227.53,1,1.0,1
2017-02-01,227.62,1,1.0,1
2017-02-02,227.77,1,1.0,1
2017-02-03,229.34,1,1.0,1
2017-02-06,228.93,1,1.0,1
2017-02-07,228.94,1,1.0,1
2017-02-08,229.24,1,1.0,1
2017-02-09,230.6,1,1.0,1
2017-02-10,231.51,1,1.0,1
2017-02-13,232.77,1,1.0,1
2017-02-14,233.7,1,1.0,1
2017-02-15,234.92,1,1.0,1
2017-02-16,234.72,1,1.0,1
2017-02-17,235.09,1,1.0,1
2017-02-21,236.49,1,1.0,1
2017-02-22,236.28,1,1.0,1
2017-02-23,236.44,1,1.0,1
2017-02-24,236.74,1,1.0,1
2017-02-27,237.11,1,1.0,1
2017-02-28,236.47,1,1.0,1
2017-03-01,239.78,1,1.0,1
2017-03-02,238.27,1,1.0,1
2017-03-03,238.42,1,1.0,1
2017-03-06,237.71,1,1.0,1
2017-03-07,237.0,1,1.0,1
2017-03-08,236.56,1,1.0,1
2017-03-09,236.86,1,1.0,1
2017-03-10,237.69,1,1.0,1
2017-03-13,237.81,1,1.0,1
2017-03-14,236.9,1,1.0,1
2017-03-15,238.95,1,1.0,1
2017-03-16,238.48,1,1.0,1
2017-03-17,237.03,1,1.0,1
2017-03-20,236.77,1,1.0,1
2017-03-21,233.73,1,1.0,1
2017-03-22,234.28,1,1.0,1
2017-03-23,234.03,1,1.0,1
2017-03-24,233.86,1,1.0,1
2017-03-27,233.62,1,1.0,1
2017-03-28,235.32,1,1.0,1
2017-03-29,235.54,1,1.0,1
2017-03-30,236.29,1,1.0,1
2017-03-31,235.74,1,1.0,1
2017-04-03,235.33,1,1.0,1
2017-04-04,235.48,1,1.0,1
2017-04-05,234.78,1,1.0,1
2017-04-06,235.44,1,1.0,1
2017-04-07,235.2,1,1.0,1
2017-04-10,235.34,1,1.0,1
2017-04-11,235.06,1,1.0,1
2017-04-12,234.03,1,1.0,1
2017-04-13,232.51,1,1.0,1
2017-04-17,234.57,1,1.0,1
2017-04-18,233.87,1,1.0,1
2017-04-19,233.44,1,1.0,1
2017-04-20,235.34,1,1.0,1
2017-04-21,234.59,1,1.0,1
2017-04-24,237.17,1,1.0,1
2017-04-25,238.55,1,1.0,1
2017-04-26,238.4,1,1.0,1
2017-04-27,238.6,1,1.0,1
2017-04-28,238.08,1,1.0,1
2017-05-01,238.68,1,1.0,1
2017-05-02,238.77,1,1.0,1
2017-05-03,238.48,1,1.0,1
2017-05-04,238.76,1,1.0,1
2017-05-05,239.7,1,1.0,1
2017-05-08,239.66,1,1.0,1
2017-05-09,239.44,1,1.0,1
2017-05-10,239.87,1,1.0,1
2017-05-11,239.38,1,1.0,1
2017-05-12,238.98,1,1.0,1
2017-05-15,240.3,1,1.0,1
2017-05-16,240.08,1,1.0,1
2017-05-17,235.82,1,1.0,1
2017-05-18,236.77,1,1.0,1
2017-05-19,238.31,1,1.0,1
2017-05-22,239.52,1,1.0,1
2017-05-23,240.05,1,1.0,1
2017-05-24,240.61,1,1.0,1
2017-05-25,241.76,1,1.0,1
2017-05-26,241.71,1,1.0,1
2017-05-30,241.5,1,1.0,1
2017-05-31,241.44,1,1.0,1
2017-06-01,243.36,1,1.0,1
2017-06-02,244.17,1,1.0,1
2017-06-05,243.99,1,1.0,1
2017-06-06,243.21,1,1.0,1
2017-06-07,243.66,1,1.0,1
2017-06-08,243.78,1,1.0,1
2017-06-09,243.41,1,1.0,1
2017-06-12,243.36,1,1.0,1
2017-06-13,244.55,1,1.0,1
2017-06-14,244.24,1,1.0,1
2017-06-15,243.77,1,1.0,1
2017-06-16,242.64,1,1.0,1
2017-06-19,244.66,1,1.0,1
2017-06-20,243.01,1,1.0,1
2017-06-21,242.95,1,1.0,1
2017-06-22,242.84,1,1.0,1
2017-06-23,243.13,1,1.0,1
2017-06-26,243.29,1,1.0,1
2017-06-27,241.33,1,1.0,1
2017-06-28,243.49,1,1.0,1
2017-06-29,241.35,1,1.0,1
2017-06-30,241.8,1,1.0,1
2017-07-03,242.21,1,1.0,1
2017-07-05,242.77,1,1.0,1
2017-07-06,240.55,1,1.0,1
2017-07-07,242.11,1,1.0,1
2017-07-10,242.37,1,1.0,1
2017-07-11,242.19,1,1.0,1
2017-07-12,244.01,1,1.0,1
2017-07-13,244.42,1,1.0,1
2017-07-14,245.56,1,1.0,1
2017-07-17,245.53,1,1.0,1
2017-07-18,245.66,1,1.0,1
2017-07-19,246.99,1,1.0,1
2017-07-20,247.1,1,1.0,1
2017-07-21,246.88,1,1.0,1
2017-07-24,246.82,1,1.0,1
2017-07-25,247.42,1,1.0,1
2017-07-26,247.43,1,1.0,1
2017-07-27,247.2,1,1.0,1
2017-07-28,246.91,1,1.0,1
2017-07-31,246.77,1,1.0,1
2017-08-01,247.32,1,1.0,1
2017-08-02,247.44,1,1.0,1
2017-08-03,246.96,1,1.0,1
2017-08-04,247.41,1,1.0,1
2017-08-07,247.87,1,1.0,1
2017-08-08,247.26,1,1.0,1
2017-08-09,247.25,1,1.0,1
2017-08-10,243.76,1,1.0,1
2017-08-11,244.12,1,1.0,1
2017-08-14,246.54,1,1.0,1
2017-08-15,246.51,1,1.0,1
2017-08-16,246.94,1,1.0,1
2017-08-17,243.09,1,1.0,1
2017-08-18,242.71,1,1.0,1
2017-08-21,242.9,1,1.0,1
2017-08-22,245.44,1,1.0,1
2017-08-23,244.56,1,1.0,1
2017-08-24,243.99,1,1.0,1
2017-08-25,244.56,1,1.0,1
2017-08-28,244.57,1,1.0,1
2017-08-29,244.85,1,1.0,1
2017-08-30,246.01,1,1.0,1
2017-08-31,247.49,1,1.0,1
2017-09-01,247.84,1,1.0,1
2017-09-05,246.06,1,1.0,1
2017-09-06,246.9,1,1.0,1
2017-09-07,246.87,1,1.0,1
2017-09-08,246.58,1,1.0,1
2017-09-11,249.21,1,1.0,1
2017-09-12,250.05,1,1.0,1
2017-09-13,250.17,1,1.0,1
2017-09-14,250.09,1,1.0,1
2017-09-15,249.19,1,1.0,1
2017-09-18,249.72,1,1.0,1
2017-09-19,249.97,1,1.0,1
2017-09-20,250.06,1,1.0,1
2017-09-21,249.39,1,1.0,1
2017-09-22,249.44,1,1.0,1
2017-09-25,248.93,1,1.0,1
2017-09-26,249.08,1,1.0,1
2017-09-27,250.05,1,1.0,1
2017-09-28,250.35,1,1.0,1
2017-09-29,251.23,1,1.0,1
2017-10-02,252.32,1,1.0,1
2017-10-03,252.86,1,1.0,1
2017-10-04,253.16,1,1.0,1
2017-10-05,254.66,1,1.0,1
2017-10-06,254.37,1,1.0,1
2017-10-09,253.95,1,1.0,1
2017-10-10,254.62,1,1.0,1
2017-10-11,255.02,1,1.0,1
2017-10-12,254.64,1,1.0,1
2017-10-13,254.95,1,1.0,1
2017-10-16,255.29,1,1.0,1
2017-10-17,255.47,1,1.0,1
2017-10-18,255.72,1,1.0,1
2017-10-19,255.79,1,1.0,1
2017-10-20,257.11,1,1.0,1
2017-10-23,256.11,1,1.0,1
2017-10-24,256.56,1,1.0,1
2017-10-25,255.29,1,1.0,1
2017-10-26,255.62,1,1.0,1
2017-10-27,257.71,1,1.0,1
2017-10-30,256.75,1,1.0,1
2017-10-31,257.15,1,1.0,1
2017-11-01,257.49,1,1.0,1
2017-11-02,257.59,1,1.0,1
2017-11-03,258.45,1,1.0,1
2017-11-06,258.85,1,1.0,1
2017-11-07,258.67,1,1.0,1
2017-11-08,259.11,1,1.0,1
2017-11-09,258.17,1,1.0,1
2017-11-10,258.09,1,1.0,1
2017-11-13,258.33,1,1.0,1
2017-11-14,257.73,1,1.0,1
2017-11-15,256.44,1,1.0,1
2017-11-16,258.62,1,1.0,1
2017-11-17,257.86,1,1.0,1
2017-11-20,258.3,1,1.0,1
2017-11-21,259.99,1,1.0,1
2017-11-22,259.76,1,1.0,1
2017-11-24,260.36,1,1.0,1
2017-11-27,260.23,1,1.0,1
2017-11-28,262.87,1,1.0,1
2017-11-29,262.71,1,1.0,1
2017-11-30,265.01,1,1.0,1
2017-12-01,264.46,1,1.0,1
2017-12-04,264.14,1,1.0,1
2017-12-05,263.19,1,1.0,1
2017-12-06,263.24,1,1.0,1
2017-12-07,264.07,1,1.0,1
2017-12-08,265.51,1,1.0,1
2017-12-11,266.31,1,1.0,1
2017-12-12,266.78,1,1.0,1
2017-12-13,266.75,1,1.0,1
2017-12-14,265.66,1,1.0,1
2017-12-15,266.51,1,1.0,1
2017-12-18,268.2,1,1.0,1
2017-12-19,267.17,1,1.0,1
2017-12-20,267.03,1,1.0,1
2017-12-21,267.58,1,1.0,1
2017-12-22,267.51,1,1.0,1
2017-12-26,267.19,1,1.0,1
2017-12-27,267.32,1,1.0,1
2017-12-28,267.87,1,1.0,1
2017-12-29,266.86,1,1.0,1
2018-01-02,268.77,1,1.0,1
2018-01-03,270.47,1,1.0,1
2018-01-04,271.61,1,1.0,1
2018-01-05,273.42,1,1.0,1
2018-01-08,273.92,1,0.0,0
2018-01-09,274.54,1,0.0,0
2018-01-10,274.12,1,0.0,0
2018-01-11,276.12,1,0.0,0
2018-01-12,277.92,1,0.0,0
2018-01-16,276.97,1,1.0,1
2018-01-17,279.61,1,1.0,1
2018-01-18,279.14,1,1.0,1
2018-01-19,280.41,1,1.0,1
2018-01-22,282.69,1,1.0,1
2018-01-23,283.29,1,1.0,1
2018-01-24,283.18,1,1.0,1
2018-01-25,283.3,1,1.0,1
2018-01-26,286.58,1,0.0,0
2018-01-29,284.68,0,-1.0,0
2018-01-30,281.76,0,-1.0,0
2018-01-31,281.9,0,-1.0,0
2018-02-01,281.58,0,-1.0,0
2018-02-02,275.45,-1,-1.0,-1
2018-02-05,263.93,-1,-1.0,-1
2018-02-06,269.13,-1,-1.0,-1
2018-02-07,267.67,-1,-1.0,-1
2018-02-08,257.63,-1,0.0,0
2018-02-09,261.5,-1,0.0,0
2018-02-12,265.34,-1,1.0,0
2018-02-13,266.0,-1,1.0,0
2018-02-14,269.59,-1,1.0,0
2018-02-15,273.03,-1,1.0,0
2018-02-16,273.11,-1,1.0,0
2018-02-20,271.4,-1,1.0,0
2018-02-21,270.05,-1,1.0,0
2018-02-22,270.4,-1,1.0,0
2018-02-23,274.71,-1,1.0,0
2018-02-26,277.9,-1,1.0,0
2018-02-27,274.43,-1,1.0,0
2018-02-28,271.65,-1,1.0,0
2018-03-01,267.7,-1,1.0,0
2018-03-02,269.08,0,1.0,0
2018-03-05,272.19,0,1.0,0
2018-03-06,272.88,0,1.0,0
2018-03-07,272.78,0,1.0,0
2018-03-08,274.1,0,1.0,0
2018-03-09,278.87,0,1.0,0
2018-03-12,278.52,0,1.0,0
2018-03-13,276.72,0,1.0,0
2018-03-14,275.3,0,0.0,0
2018-03-15,275.0,0,-1.0,0
2018-03-16,274.2,0,-1.0,0
2018-03-19,270.49,0,-1.0,0
2018-03-20,270.95,0,-1.0,0
2018-03-21,270.43,0,-1.0,0
2018-03-22,263.67,-1,-1.0,-1
2018-03-23,258.05,-1,-1.0,-1
2018-03-26,265.11,-1,-1.0,-1
2018-03-27,260.6,-1,0.0,0
2018-03-28,259.83,-1,0.0,0
2018-03-29,263.15,-1,1.0,0
2018-04-02,257.47,-1,1.0,0
2018-04-03,260.77,-1,1.0,0
2018-04-04,263.56,-1,1.0,0
2018-04-05,265.64,-1,1.0,0
2018-04-06,259.72,-1,1.0,0
2018-04-09,261.0,-1,1.0,0
2018-04-10,265.15,0,1.0,0
2018-04-11,263.76,0,1.0,0
2018-04-12,265.93,0,1.0,0
2018-04-13,265.15,1,1.0,1
2018-04-16,267.33,1,1.0,1
2018-04-17,270.19,1,1.0,1
2018-04-18,270.39,1,1.0,1
2018-04-19,268.89,1,1.0,1
2018-04-20,266.61,1,1.0,1
2018-04-23,266.57,1,1.0,1
2018-04-24,262.98,1,1.0,1
2018-04-25,263.63,1,1.0,1
2018-04-26,266.31,1,1.0,1
2018-04-27,266.56,1,1.0,1
2018-04-30,264.51,1,1.0,1
2018-05-01,264.98,1,1.0,1
2018-05-02,263.2,1,1.0,1
2018-05-03,262.62,1,1.0,1
2018-05-04,266.02,1,1.0,1
2018-05-07,266.92,1,1.0,1
2018-05-08,266.92,1,1.0,1
2018-05-09,269.5,1,1.0,1
2018-05-10,272.02,1,1.0,1
2018-05-11,272.85,1,1.0,1
2018-05-14,272.98,1,1.0,1
2018-05-15,271.1,1,1.0,1
2018-05-16,272.24,1,1.0,1
2018-05-17,272.01,1,1.0,1
2018-05-18,271.33,1,1.0,1
2018-05-21,273.37,1,1.0,1
2018-05-22,272.61,1,1.0,1
2018-05-23,273.36,1,1.0,1
2018-05-24,272.8,1,1.0,1
2018-05-25,272.15,1,1.0,1
2018-05-29,269.02,1,1.0,1
2018-05-30,272.61,1,1.0,1
2018-05-31,270.94,1,1.0,1
2018-06-01,273.6,1,1.0,1
2018-06-04,274.9,1,1.0,1
2018-06-05,275.1,1,1.0,1
2018-06-06,277.4,1,1.0,1
2018-06-07,277.37,1,1.0,1
2018-06-08,278.19,1,1.0,1
2018-06-11,278.56,1,1.0,1
2018-06-12,278.92,1,1.0,1
2018-06-13,278.03,1,1.0,1
2018-06-14,278.73,1,1.0,1
2018-06-15,277.13,1,1.0,1
2018-06-18,276.56,1,1.0,1
2018-06-19,275.5,1,1.0,1
2018-06-20,275.97,1,1.0,1
2018-06-21,274.24,1,1.0,1
2018-06-22,274.74,1,1.0,1
2018-06-25,271.0,1,1.0,1
2018-06-26,271.6,1,1.0,1
2018-06-27,269.35,1,1.0,1
2018-06-28,270.89,1,1.0,1
2018-06-29,271.28,1,1.0,1
2018-07-02,271.86,1,1.0,1
2018-07-03,270.9,1,1.0,1
2018-07-05,273.11,1,1.0,1
2018-07-06,275.42,1,1.0,1
2018-07-09,277.9,1,1.0,1
2018-07-10,278.9,1,1.0,1
2018-07-11,276.86,1,1.0,1
2018-07-12,279.37,1,1.0,1
2018-07-13,279.59,1,1.0,1
2018-07-16,279.34,1,1.0,1
2018-07-17,280.47,1,1.0,1
2018-07-18,281.06,1,1.0,1
2018-07-19,280.0,1,1.0,1
2018-07-20,279.68,1,1.0,1
2018-07-23,280.2,1,1.0,1
2018-07-24,281.61,1,1.0,1
2018-07-25,284.01,1,1.0,1
2018-07-26,283.34,1,1.0,1
2018-07-27,281.42,1,1.0,1
2018-07-30,279.95,1,1.0,1
2018-07-31,281.33,1,1.0,1
2018-08-01,280.86,1,1.0,1
2018-08-02,282.39,1,1.0,1
2018-08-03,283.6,1,1.0,1
2018-08-06,284.64,1,1.0,1
2018-08-07,285.58,1,1.0,1
2018-08-08,285.46,1,1.0,1
2018-08-09,285.07,1,1.0,1
2018-08-10,283.16,1,1.0,1
2018-08-13,282.1,1,1.0,1
2018-08-14,283.9,1,1.0,1
2018-08-15,281.78,1,1.0,1
2018-08-16,284.06,1,1.0,1
2018-08-17,285.06,1,1.0,1
2018-08-20,285.67,1,1.0,1
2018-08-21,286.34,1,1.0,1
2018-08-22,286.17,1,1.0,1
2018-08-23,285.79,1,1.0,1
2018-08-24,287.51,1,1.0,1
2018-08-27,289.78,1,1.0,1
2018-08-28,289.92,1,1.0,1
2018-08-29,291.48,1,1.0,1
2018-08-30,290.3,1,1.0,1
2018-08-31,290.31,1,1.0,1
2018-09-04,289.81,1,1.0,1
2018-09-05,289.03,1,1.0,1
2018-09-06,288.16,1,1.0,1
2018-09-07,287.6,1,1.0,1
2018-09-10,288.1,1,1.0,1
2018-09-11,289.05,1,1.0,1
2018-09-12,289.12,1,1.0,1
2018-09-13,290.83,1,1.0,1
2018-09-14,290.88,1,1.0,1
2018-09-17,289.34,1,1.0,1
2018-09-18,290.91,1,1.0,1
2018-09-19,291.22,1,1.0,1
2018-09-20,293.58,1,1.0,1
2018-09-21,291.99,1,1.0,1
2018-09-24,291.02,1,1.0,1
2018-09-25,290.75,1,1.0,1
2018-09-26,289.88,1,1.0,1
2018-09-27,290.69,1,1.0,1
2018-09-28,290.72,1,1.0,1
2018-10-01,291.73,1,1.0,1
2018-10-02,291.56,1,1.0,1
2018-10-03,291.72,1,1.0,1
2018-10-04,289.44,1,0.0,0
2018-10-05,287.82,1,-1.0,0
2018-10-08,287.82,1,-1.0,0
2018-10-09,287.4,0,-1.0,0
2018-10-10,278.3,-1,-1.0,-1
2018-10-11,272.17,-1,-1.0,-1
2018-10-12,275.95,-1,-1.0,-1
2018-10-15,274.4,-1,-1.0,-1
2018-10-16,280.4,-1,-1.0,-1
2018-10-17,280.45,-1,-1.0,-1
2018-10-18,276.4,-1,-1.0,-1
2018-10-19,276.25,-1,0.0,0
2018-10-22,275.01,-1,0.0,0
2018-10-23,273.61,-1,1.0,0
2018-10-24,265.32,-1,1.0,0
2018-10-25,270.08,-1,1.0,0
2018-10-26,265.33,-1,1.0,0
2018-10-29,263.86,-1,1.0,0
2018-10-30,267.77,-1,1.0,0
2018-10-31,270.63,-1,1.0,0
2018-11-01,273.51,-1,1.0,0
2018-11-02,271.89,-1,1.0,0
2018-11-05,273.39,-1,1.0,0
2018-11-06,275.12,-1,1.0,0
2018-11-07,281.01,-1,1.0,0
2018-11-08,280.5,-1,1.0,0
2018-11-09,277.76,-1,1.0,0
2018-11-12,272.57,-1,1.0,0
2018-11-13,272.06,-1,1.0,0
2018-11-14,270.2,-1,1.0,0
2018-11-15,273.02,-1,1.0,0
2018-11-16,273.73,-1,1.0,0
2018-11-19,269.1,-1,1.0,0
2018-11-20,264.12,-1,1.0,0
2018-11-21,265.02,-1,1.0,0
2018-11-23,263.25,-1,1.0,0
2018-11-26,267.5,-1,1.0,0
2018-11-27,268.4,-1,1.0,0
2018-11-28,274.58,-1,1.0,0
2018-11-29,273.98,-1,1.0,0
2018-11-30,275.65,-1,1.0,0
2018-12-03,279.3,-1,1.0,0
2018-12-04,270.25,-1,1.0,0
2018-12-06,269.84,-1,0.0,0
2018-12-07,263.57,-1,-1.0,-1
2018-12-10,264.07,-1,-1.0,-1
2018-12-11,264.13,-1,-1.0,-1
2018-12-12,265.46,-1,-1.0,-1
2018-12-13,265.37,-1,-1.0,-1
2018-12-14,260.47,-1,-1.0,-1
2018-12-17,255.36,-1,-1.0,-1
2018-12-18,255.08,-1,-1.0,-1
2018-12-19,251.26,-1,-1.0,-1
2018-12-20,247.17,-1,-1.0,-1
2018-12-21,240.7,-1,-1.0,-1
2018-12-24,234.34,-1,-1.0,-1
2018-12-26,246.18,-1,0.0,0
2018-12-27,248.07,-1,0.0,0
2018-12-28,247.75,-1,0.0,0
2018-12-31,249.92,-1,0.0,0
2019-01-02,250.18,-1,0.0,0
2019-01-03,244.21,-1,0.0,0
2019-01-04,252.39,-1,-1.0,-1
2019-01-07,254.38,0,-1.0,0
2019-01-08,256.77,0,-1.0,0
2019-01-09,257.97,1,-1.0,0
2019-01-10,258.88,1,-1.0,0
2019-01-11,258.98,1,0.0,0
2019-01-14,257.4,1,0.0,0
2019-01-15,260.35,1,1.0,1
2019-01-16,260.98,1,1.0,1
2019-01-17,262.96,1,1.0,1
2019-01-18,266.46,1,1.0,1
2019-01-22,262.86,1,1.0,1
2019-01-23,263.41,1,1.0,1
2019-01-24,263.55,1,1.0,1
2019-01-25,265.78,1,1.0,1
2019-01-28,263.76,1,1.0,1
2019-01-29,263.41,1,1.0,1
2019-01-30,267.58,1,1.0,1
2019-01-31,269.93,1,1.0,1
2019-02-01,270.06,1,1.0,1
2019-02-04,271.96,1,1.0,1
2019-02-05,273.1,1,1.0,1
2019-02-06,272.74,1,1.0,1
2019-02-07,270.14,1,1.0,1
2019-02-08,270.47,1,1.0,1
2019-02-11,270.62,1,1.0,1
2019-02-12,274.1,1,1.0,1
2019-02-13,274.99,1,1.0,1
2019-02-14,274.38,1,1.0,1
2019-02-15,277.37,1,1.0,1
2019-02-19,277.85,1,1.0,1
2019-02-20,278.41,1,1.0,1
2019-02-21,277.42,1,1.0,1
2019-02-22,279.14,1,1.0,1
2019-02-25,279.52,1,1.0,1
2019-02-26,279.32,1,1.0,1
2019-02-27,279.2,1,1.0,1
2019-02-28,278.68,1,1.0,1
2019-03-01,280.42,1,1.0,1
2019-03-04,279.4,1,1.0,1
2019-03-05,279.02,1,1.0,1
2019-03-06,277.33,1,1.0,1
2019-03-07,275.01,1,1.0,1
2019-03-08,274.46,1,1.0,1
2019-03-11,278.44,1,1.0,1
2019-03-12,279.49,1,1.0,1
2019-03-13,281.34,1,1.0,1
2019-03-14,281.16,1,1.0,1
2019-03-15,281.31,1,1.0,1
2019-03-18,282.33,1,1.0,1
2019-03-19,282.4,1,1.0,1
2019-03-20,281.55,1,1.0,1
2019-03-21,284.73,1,1.0,1
2019-03-22,279.25,0,1.0,0
2019-03-25,279.04,1,1.0,1
2019-03-26,281.12,1,1.0,1
2019-03-27,279.65,1,1.0,1
2019-03-28,280.71,1,1.0,1
2019-03-29,282.48,1,1.0,1
2019-04-01,285.83,1,1.0,1
2019-04-02,285.97,1,1.0,1
2019-04-03,286.42,1,1.0,1
2019-04-04,287.18,1,1.0,1
2019-04-05,288.57,1,1.0,1
2019-04-08,288.79,1,1.0,1
2019-04-09,287.31,1,1.0,1
2019-04-10,288.29,1,1.0,1
2019-04-11,288.21,1,1.0,1
2019-04-12,290.16,1,1.0,1
2019-04-15,289.97,1,1.0,1
2019-04-16,290.16,1,1.0,1
2019-04-17,289.45,1,1.0,1
2019-04-18,290.02,1,1.0,1
2019-04-22,290.27,1,1.0,1
2019-04-23,292.88,1,1.0,1
2019-04-24,292.23,1,1.0,1
2019-04-25,292.05,1,1.0,1
2019-04-26,293.41,1,1.0,1
2019-04-29,293.87,1,1.0,1
2019-04-30,294.02,1,1.0,1
2019-05-01,291.81,1,1.0,1
2019-05-02,291.18,1,1.0,1
2019-05-03,294.03,0,1.0,0
2019-05-06,292.82,0,1.0,0
2019-05-07,287.93,0,1.0,0
2019-05-08,287.53,0,1.0,0
2019-05-09,286.66,0,1.0,0
2019-05-10,288.1,0,1.0,0
2019-05-13,280.86,-1,1.0,0
2019-05-14,283.4,-1,1.0,0
2019-05-15,285.06,0,1.0,0
2019-05-16,287.7,0,1.0,0
2019-05-17,285.84,0,1.0,0
2019-05-20,283.95,0,1.0,0
2019-05-21,286.51,0,1.0,0
2019-05-22,285.63,0,1.0,0
2019-05-23,282.14,0,1.0,0
2019-05-24,282.78,0,1.0,0
2019-05-28,280.15,0,1.0,0
2019-05-29,278.27,0,1.0,0
2019-05-30,279.03,0,1.0,0
2019-05-31,275.27,0,1.0,0
2019-06-03,274.57,0,1.0,0
2019-06-04,280.53,0,1.0,0
2019-06-05,282.96,0,1.0,0
2019-06-06,284.8,0,1.0,0
2019-06-07,287.65,1,1.0,1
2019-06-10,288.97,1,1.0,1
2019-06-11,288.9,1,1.0,1
2019-06-12,288.39,1,1.0,1
2019-06-13,289.58,1,1.0,1
2019-06-14,289.26,1,1.0,1
2019-06-17,289.37,1,1.0,1
2019-06-18,292.4,1,1.0,1
2019-06-19,293.06,1,1.0,1
2019-06-20,295.86,1,1.0,1
2019-06-21,294.0,1,1.0,1
2019-06-24,293.64,1,1.0,1
2019-06-25,290.76,1,1.0,1
2019-06-26,290.47,1,1.0,1
2019-06-27,291.5,1,1.0,1
2019-06-28,293.0,1,1.0,1
2019-07-01,295.66,1,1.0,1
2019-07-02,296.43,1,1.0,1
2019-07-03,298.8,1,1.0,1
2019-07-05,298.46,1,1.0,1
2019-07-08,296.82,1,1.0,1
2019-07-09,297.19,1,1.0,1
2019-07-10,298.61,1,1.0,1
2019-07-11,299.31,1,1.0,1
2019-07-12,300.65,1,1.0,1
2019-07-15,300.75,1,1.0,1
2019-07-16,299.78,1,1.0,1
2019-07-17,297.74,1,1.0,1
2019-07-18,298.83,1,1.0,1
2019-07-19,297.17,1,1.0,1
2019-07-22,297.9,1,1.0,1
2019-07-23,300.03,1,1.0,1
2019-07-24,301.44,1,1.0,1
2019-07-25,300.0,1,1.0,1
2019-07-26,302.01,1,1.0,1
2019-07-29,301.46,1,1.0,1
2019-07-30,300.72,0,1.0,0
2019-07-31,297.43,0,1.0,0
2019-08-01,294.84,0,1.0,0
2019-08-02,292.62,-1,1.0,0
2019-08-05,283.82,-1,1.0,0
2019-08-06,287.8,-1,1.0,0
2019-08-07,287.97,-1,1.0,0
2019-08-08,293.62,-1,1.0,0
2019-08-09,291.62,-1,1.0,0
2019-08-12,288.07,-1,1.0,0
2019-08-13,292.55,-1,1.0,0
2019-08-14,283.9,-1,1.0,0
2019-08-15,284.65,-1,1.0,0
2019-08-16,288.85,-1,1.0,0
2019-08-19,292.33,-1,1.0,0
2019-08-20,290.09,-1,1.0,0
2019-08-21,292.45,-1,1.0,0
2019-08-22,292.36,-1,1.0,0
2019-08-23,284.85,-1,1.0,0
2019-08-26,288.0,0,1.0,0
2019-08-27,286.87,0,1.0,0
2019-08-28,288.89,0,1.0,0
2019-08-29,292.58,0,1.0,0
2019-08-30,292.45,1,1.0,1
2019-09-03,290.74,1,1.0,1
2019-09-04,294.04,1,1.0,1
2019-09-05,297.82,1,1.0,1
2019-09-06,298.05,1,1.0,1
2019-09-09,298.2,1,1.0,1
2019-09-10,298.13,1,1.0,1
2019-09-11,300.25,1,1.0,1
2019-09-12,301.29,1,1.0,1
2019-09-13,301.09,1,1.0,1
2019-09-16,300.16,1,1.0,1
2019-09-17,300.92,1,1.0,1
2019-09-18,301.1,1,1.0,1
2019-09-19,301.08,1,1.0,1
2019-09-20,298.28,1,1.0,1
2019-09-23,298.21,1,1.0,1
2019-09-24,295.87,1,1.0,1
2019-09-25,297.62,1,1.0,1
