"Date","Price","Open","High","Low","Vol.","Change %"
"05/01/2023","146.40","147.50","147.82","146.19","4.27M","-0.99%"
"04/28/2023","147.86","146.79","148.06","145.41","4.14M","0.26%"
"04/27/2023","147.48","144.70","147.65","144.60","4.82M","2.64%"
"04/26/2023","143.69","145.16","145.63","143.40","3.85M","-0.51%"
"04/25/2023","144.43","146.38","146.64","144.41","4.25M","-1.98%"
"04/24/2023","147.35","147.59","148.46","145.99","3.87M","-0.01%"
"04/21/2023","147.37","146.95","147.96","145.82","4.44M","1.10%"
"04/20/2023","145.76","145.61","147.01","144.94","4.14M","-1.54%"
"04/19/2023","148.04","146.80","148.88","146.66","3.80M","-0.09%"
"04/18/2023","148.18","148.68","149.02","147.54","4.53M","0.16%"
"04/17/2023","147.94","147.27","148.26","146.53","4.55M","0.71%"
"04/14/2023","146.90","146.38","147.80","145.68","5.40M","0.13%"
"04/13/2023","146.71","144.58","146.84","144.11","6.57M","2.21%"
"04/12/2023","143.54","147.01","147.06","143.38","4.53M","-1.55%"
"04/11/2023","145.80","145.65","146.62","145.14","4.40M","0.16%"
"04/10/2023","145.57","143.45","145.62","142.59","3.64M","0.44%"
"04/06/2023","144.93","144.23","145.19","142.89","3.82M","0.02%"
"04/05/2023","144.90","147.31","147.36","144.59","4.43M","-2.05%"
"04/04/2023","147.93","148.66","149.00","146.64","4.69M","-0.16%"
"04/03/2023","148.17","148.19","148.89","147.14","5.67M","-0.92%"
"03/31/2023","149.54","146.58","149.63","146.37","5.22M","2.67%"
"03/30/2023","145.65","145.77","146.38","145.07","3.24M","0.87%"
"03/29/2023","144.39","143.24","144.44","142.74","3.86M","1.90%"
"03/28/2023","141.70","141.83","142.21","140.74","2.86M","-0.12%"
"03/27/2023","141.87","142.94","143.47","141.28","4.21M","0.20%"
"03/24/2023","141.58","141.71","141.83","139.78","4.72M","-0.32%"
"03/23/2023","142.04","143.91","144.96","140.63","6.13M","-0.11%"
"03/22/2023","142.19","145.50","146.56","142.13","5.49M","-2.23%"
"03/21/2023","145.43","143.35","145.65","143.29","6.39M","2.76%"
"03/20/2023","141.52","140.74","142.39","139.75","5.86M","0.13%"
"03/17/2023","141.34","143.13","143.22","140.19","8.44M","-1.28%"
"03/16/2023","143.17","139.75","143.78","139.64","10.75M","1.81%"
"03/15/2023","140.63","138.75","140.71","137.99","9.00M","-0.15%"
"03/14/2023","140.84","140.37","141.24","139.08","7.52M","1.70%"
"03/13/2023","138.49","136.16","140.26","135.71","11.81M","0.21%"
"03/10/2023","138.20","140.05","141.50","137.73","14.53M","-1.00%"
"03/09/2023","139.59","142.75","144.23","139.46","6.67M","-2.38%"
"03/08/2023","143.00","143.00","143.30","141.53","5.41M","-0.18%"
"03/07/2023","143.26","145.02","145.74","143.18","5.97M","-1.36%"
"03/06/2023","145.24","146.68","147.19","145.19","4.93M","-0.73%"
"03/03/2023","146.31","144.48","146.56","144.15","5.02M","2.15%"
"03/02/2023","143.23","141.41","143.45","141.03","5.49M","-0.33%"
"03/01/2023","143.71","145.02","145.50","142.87","6.34M","-1.26%"
"02/28/2023","145.54","145.55","146.61","144.97","5.59M","-0.07%"
"02/27/2023","145.64","145.49","146.73","145.04","5.62M","1.24%"
"02/24/2023","143.86","143.45","144.14","142.68","5.96M","-1.57%"
"02/23/2023","146.16","146.79","146.98","143.69","5.28M","-0.08%"
"02/22/2023","146.28","145.87","147.24","145.22","4.96M","0.51%"
"02/21/2023","145.54","148.32","148.72","145.50","4.42M","-3.34%"
"02/17/2023","150.57","149.68","150.64","148.04","3.74M","0.02%"
"02/16/2023","150.54","151.54","153.69","150.51","5.63M","-2.18%"
"02/15/2023","153.90","151.69","153.93","151.10","3.41M","1.17%"
"02/14/2023","152.12","149.26","152.52","148.33","4.36M","1.20%"
"02/13/2023","150.32","148.14","150.38","147.14","3.36M","1.46%"
"02/10/2023","148.15","148.60","149.31","146.95","3.22M","-1.17%"
"02/09/2023","149.91","152.19","153.19","149.17","4.16M","-0.19%"
"02/08/2023","150.19","150.98","151.35","149.15","5.56M","-0.85%"
"02/07/2023","151.48","150.47","151.86","147.65","4.92M","0.23%"
"02/06/2023","151.13","150.78","152.05","149.87","4.39M","-0.15%"
"02/03/2023","151.35","151.48","154.95","150.68","6.80M","-3.08%"
"02/02/2023","156.16","154.81","158.02","154.10","7.02M","3.06%"
"02/01/2023","151.52","148.31","152.71","146.78","6.96M","1.90%"
"01/31/2023","148.70","145.53","148.70","145.53","3.49M","2.29%"
"01/30/2023","145.37","146.78","147.75","145.25","4.79M","-1.70%"
"01/27/2023","147.89","144.73","149.03","144.70","5.47M","2.27%"
"01/26/2023","144.61","144.22","145.03","142.79","4.82M","2.05%"
"01/25/2023","141.71","138.85","141.90","137.80","3.77M","0.51%"
"01/24/2023","140.99","140.66","141.66","139.75","3.19M","-0.11%"
"01/23/2023","141.15","139.35","141.68","138.54","4.58M","1.56%"
"01/20/2023","138.98","135.99","139.06","135.32","3.75M","2.42%"
"01/19/2023","135.69","136.97","137.40","134.99","6.48M","-1.66%"
"01/18/2023","137.98","141.22","142.03","137.92","4.80M","-1.30%"
"01/17/2023","139.80","140.11","140.92","139.40","3.75M","0.07%"
"01/13/2023","139.70","136.26","139.83","136.07","3.98M","0.94%"
"01/12/2023","138.40","139.03","139.19","136.18","4.79M","0.17%"
"01/11/2023","138.17","135.69","138.18","135.57","6.35M","2.70%"
"01/10/2023","134.54","132.94","134.56","132.22","4.42M","1.26%"
"01/09/2023","132.87","133.67","135.02","132.77","4.69M","0.61%"
"01/06/2023","132.07","128.68","132.58","127.76","4.62M","2.35%"
"01/05/2023","129.04","129.34","129.90","128.17","3.89M","-0.93%"
"01/04/2023","130.25","129.59","131.21","127.96","4.04M","1.45%"
"01/03/2023","128.39","129.93","130.30","126.83","4.78M","-0.60%"
"12/30/2022","129.16","128.23","129.19","127.68","3.77M","-0.27%"
"12/29/2022","129.51","128.07","129.80","127.57","3.75M","2.57%"
"12/28/2022","126.26","127.39","128.63","126.00","5.04M","-0.84%"
"12/27/2022","127.33","128.83","129.07","127.25","4.27M","-1.62%"
"12/23/2022","129.43","128.21","129.79","127.34","3.28M","0.68%"
"12/22/2022","128.55","130.45","130.54","126.63","6.45M","-2.57%"
"12/21/2022","131.94","131.45","132.67","130.95","5.34M","1.59%"
"12/20/2022","129.87","130.59","131.68","129.69","3.86M","-1.16%"
"12/19/2022","131.40","133.52","133.80","130.88","4.34M","-1.87%"
"12/16/2022","133.91","135.68","136.21","133.21","6.69M","-1.87%"
"12/15/2022","136.46","136.59","137.25","135.45","5.97M","-1.64%"
"12/14/2022","138.74","139.49","140.64","137.18","5.45M","-0.74%"
"12/13/2022","139.78","144.42","145.32","138.27","5.37M","0.00%"
"12/12/2022","139.78","139.14","139.78","138.23","3.27M","0.25%"
"12/09/2022","139.43","139.19","140.82","138.97","3.61M","-0.44%"
"12/08/2022","140.04","138.93","140.57","138.27","3.20M","0.97%"
"12/07/2022","138.70","138.59","140.18","138.16","5.43M","-0.60%"
"12/06/2022","139.54","141.34","141.95","138.33","3.95M","-1.56%"
"12/05/2022","141.75","144.02","144.47","141.37","5.79M","-2.88%"
"12/02/2022","145.96","144.09","146.40","144.06","5.99M","-0.13%"
"12/01/2022","146.15","146.71","147.32","145.04","4.83M","-0.01%"
"11/30/2022","146.17","141.37","146.22","140.46","8.20M","3.45%"
"11/29/2022","141.30","141.88","142.40","140.76","5.21M","-0.32%"
"11/28/2022","141.75","141.86","143.34","141.44","3.02M","-0.62%"
"11/25/2022","142.63","142.62","143.03","141.88","1.36M","0.06%"
"11/23/2022","142.55","141.02","142.85","140.73","3.09M","1.44%"
"11/22/2022","140.52","139.50","140.59","138.54","2.76M","1.13%"
"11/21/2022","138.95","140.20","140.60","138.20","3.38M","-1.45%"
"11/18/2022","140.99","142.62","142.67","139.36","3.71M","0.13%"
"11/17/2022","140.80","140.47","141.40","139.48","3.78M","-1.21%"
"11/16/2022","142.53","142.08","143.71","141.49","4.79M","-1.53%"
"11/15/2022","144.74","146.18","146.96","143.14","4.37M","1.37%"
"11/14/2022","142.79","143.83","145.10","142.64","7.92M","-1.59%"
"11/11/2022","145.09","141.90","145.89","141.47","5.68M","2.40%"
"11/10/2022","141.69","138.66","141.85","137.20","7.76M","7.31%"
"11/09/2022","132.04","135.48","136.11","131.90","5.08M","-3.05%"
"11/08/2022","136.20","136.70","137.83","134.32","4.77M","-0.25%"
"11/07/2022","136.54","138.33","138.45","135.20","3.71M","-0.70%"
"11/04/2022","137.50","139.59","140.96","134.90","6.31M","0.84%"
"11/03/2022","136.36","136.20","137.93","135.46","5.56M","-0.60%"
"11/02/2022","137.18","142.43","143.26","137.14","9.93M","-3.78%"
"11/01/2022","142.57","146.48","146.90","142.29","6.26M","-1.01%"
"10/31/2022","144.03","144.19","145.12","142.81","4.68M","-0.64%"
"10/28/2022","144.96","140.94","145.15","139.93","7.04M","0.09%"
"10/27/2022","144.83","146.10","147.03","144.32","6.36M","-0.39%"
"10/26/2022","145.39","144.80","148.32","144.40","3.43M","-0.81%"
"10/25/2022","146.57","143.06","146.97","143.06","3.73M","2.50%"
"10/24/2022","142.99","141.75","143.60","139.22","4.54M","0.41%"
"10/21/2022","142.40","138.21","142.53","137.45","7.79M","2.91%"
"10/20/2022","138.37","139.18","141.78","137.91","5.10M","-1.93%"
"10/19/2022","141.10","141.54","142.46","139.61","3.57M","-1.12%"
"10/18/2022","142.70","145.15","145.57","141.31","5.18M","1.38%"
"10/17/2022","140.76","138.16","141.13","138.10","6.57M","4.06%"
"10/14/2022","135.27","141.92","142.66","135.05","6.71M","-3.74%"
"10/13/2022","140.52","134.84","141.31","133.55","9.78M","1.09%"
"10/12/2022","139.00","138.65","140.07","137.53","9.72M","0.26%"
"10/11/2022","138.64","139.09","141.47","137.72","6.00M","-0.82%"
"10/10/2022","139.78","140.86","141.26","138.40","4.86M","-0.62%"
"10/07/2022","140.65","143.50","143.82","139.83","5.60M","-3.44%"
"10/06/2022","145.66","146.39","147.83","145.02","7.21M","-0.71%"
"10/05/2022","146.70","145.23","147.66","143.68","6.27M","-0.59%"
"10/04/2022","147.57","146.13","149.01","145.71","9.83M","3.49%"
"10/03/2022","142.59","142.32","143.91","140.20","8.65M","0.10%"
"09/30/2022","142.45","143.61","146.54","142.03","6.12M","-1.97%"
"09/29/2022","145.31","148.13","148.33","143.91","6.16M","-3.45%"
"09/28/2022","150.51","147.17","151.30","146.43","6.93M","2.70%"
"09/27/2022","146.55","148.24","149.74","144.97","7.28M","0.31%"
"09/26/2022","146.09","145.82","149.27","145.80","6.42M","-0.23%"
"09/23/2022","146.42","147.88","148.12","144.55","5.61M","-2.30%"
"09/22/2022","149.87","152.63","153.18","149.10","5.67M","-2.31%"
"09/21/2022","153.41","157.57","159.03","153.38","5.11M","-2.37%"
"09/20/2022","157.13","158.19","158.79","155.81","4.57M","-1.70%"
"09/19/2022","159.84","156.26","159.87","156.16","5.01M","1.20%"
"09/16/2022","157.94","156.82","158.21","155.69","8.68M","-0.80%"
"09/15/2022","159.22","159.83","162.44","158.44","5.68M","-0.51%"
"09/14/2022","160.04","158.56","160.71","157.76","7.46M","1.28%"
"09/13/2022","158.01","161.29","162.08","157.57","6.68M","-5.16%"
"09/12/2022","166.60","165.39","167.19","165.39","4.40M","1.29%"
