"Date","Price","Open","High","Low","Vol.","Change %"
"05/20/2025","134.70","134.40","135.09","134.18","11.64M","0.25%"
"05/19/2025","134.37","133.02","134.43","132.65","11.65M","0.96%"
"05/16/2025","133.09","130.70","133.14","130.31","12.90M","2.02%"
"05/15/2025","130.46","128.47","130.54","127.35","18.79M","1.31%"
"05/14/2025","128.77","132.27","132.55","128.68","19.58M","-2.35%"
"05/13/2025","131.87","133.94","133.94","131.83","17.82M","-3.01%"
"05/12/2025","135.96","132.88","136.13","132.64","15.21M","2.47%"
"05/09/2025","132.68","134.31","134.77","132.62","7.56M","-1.09%"
"05/08/2025","134.14","134.41","135.33","133.68","10.56M","-0.90%"
"05/07/2025","135.36","134.75","135.75","134.40","6.44M","0.77%"
"05/06/2025","134.33","137.13","137.19","133.97","11.63M","-2.76%"
"05/05/2025","138.14","138.25","138.68","137.58","5.48M","-0.28%"
"05/02/2025","138.53","138.79","139.01","137.55","9.78M","1.38%"
"05/01/2025","136.64","138.81","139.11","136.47","10.36M","-2.73%"
"04/30/2025","140.47","139.55","140.79","138.26","6.83M","0.85%"
"04/29/2025","139.28","138.42","139.97","137.73","7.81M","0.49%"
"04/28/2025","138.60","138.24","139.04","137.40","5.80M","0.40%"
"04/25/2025","138.05","137.59","138.20","135.88","6.44M","0.48%"
"04/24/2025","137.39","135.95","137.54","135.12","5.43M","1.22%"
"04/23/2025","135.73","136.54","137.93","135.13","9.50M","0.50%"
"04/22/2025","135.06","133.64","135.28","133.13","8.01M","1.88%"
"04/21/2025","132.57","135.19","135.36","131.56","6.46M","-2.16%"
"04/17/2025","135.49","135.34","136.57","135.10","9.66M","-0.59%"
"04/16/2025","136.29","138.12","138.62","135.64","8.15M","-1.02%"
"04/15/2025","137.69","139.00","139.04","137.29","6.24M","-0.61%"
"04/14/2025","138.54","138.21","139.04","136.96","7.44M","1.22%"
"04/11/2025","136.87","135.15","137.76","133.65","10.76M","1.47%"
"04/10/2025","134.89","137.70","137.74","131.33","21.96M","-2.79%"
"04/09/2025","138.76","130.13","139.24","129.68","39.44M","4.35%"
"04/08/2025","132.98","139.43","139.44","131.28","20.86M","-1.11%"
"04/07/2025","134.47","131.71","137.37","129.66","29.94M","-0.60%"
"04/04/2025","135.28","141.14","141.71","135.23","21.34M","-5.48%"
"04/03/2025","143.13","143.76","145.19","143.05","10.99M","-0.81%"
"04/02/2025","144.30","142.77","144.40","142.19","6.39M","0.67%"
"04/01/2025","143.34","145.48","145.48","142.90","9.91M","-1.83%"
"03/31/2025","146.01","143.79","146.62","143.48","8.09M","1.03%"
"03/28/2025","144.52","144.85","145.24","144.45","6.21M","-0.31%"
"03/27/2025","144.97","144.52","145.42","144.46","6.26M","0.16%"
"03/26/2025","144.74","145.38","145.97","144.39","8.76M","-0.36%"
"03/25/2025","145.27","147.50","147.59","144.35","6.50M","-1.28%"
"03/24/2025","147.15","146.42","147.38","146.11","6.50M","0.38%"
"03/21/2025","146.60","146.58","146.86","145.73","7.64M","-0.28%"
"03/20/2025","147.01","146.94","147.63","146.51","8.03M","0.06%"
"03/19/2025","146.92","146.95","147.30","145.90","6.16M","0.05%"
"03/18/2025","146.84","146.82","147.06","146.04","5.53M","0.05%"
"03/17/2025","146.77","144.72","147.11","144.72","6.02M","1.27%"
"03/14/2025","144.93","143.93","145.15","143.41","6.76M","0.76%"
"03/13/2025","143.83","144.66","145.07","143.49","8.04M","-0.53%"
"03/12/2025","144.60","145.73","145.99","144.12","7.14M","-1.00%"
"03/11/2025","146.06","147.68","147.88","145.29","9.41M","-1.09%"
"03/10/2025","147.67","148.12","149.91","147.34","13.58M","-1.08%"
"03/07/2025","149.28","148.66","150.28","148.45","8.53M","0.01%"
"03/06/2025","149.27","149.00","149.48","147.93","7.12M","-0.27%"
"03/05/2025","149.68","147.52","149.91","147.24","7.60M","1.01%"
"03/04/2025","148.19","149.79","150.07","147.96","10.80M","-0.93%"
"03/03/2025","149.58","149.02","150.32","148.96","9.46M","0.44%"
"02/28/2025","148.93","147.46","149.16","146.49","8.45M","1.16%"
"02/27/2025","147.22","147.55","148.91","147.16","7.38M","-0.41%"
"02/26/2025","147.82","148.31","148.95","147.35","6.57M","-0.72%"
"02/25/2025","148.89","147.90","149.09","147.41","11.98M","0.86%"
"02/24/2025","147.62","146.59","148.22","146.27","7.56M","0.81%"
"02/21/2025","146.43","145.48","147.14","145.34","8.65M","-0.54%"
"02/20/2025","147.22","146.19","147.30","146.10","6.26M","0.56%"
"02/19/2025","146.40","144.53","146.44","144.50","6.30M","1.30%"
"02/18/2025","144.52","143.92","144.89","143.84","11.37M","-0.19%"
"02/14/2025","144.80","146.50","146.70","144.80","5.30M","-1.09%"
"02/13/2025","146.39","146.11","146.71","145.16","6.29M","0.39%"
"02/12/2025","145.82","145.68","146.61","145.37","7.57M","-0.14%"
"02/11/2025","146.03","145.88","146.32","145.44","6.64M","-0.18%"
"02/10/2025","146.30","146.60","146.65","145.46","7.37M","-0.09%"
"02/07/2025","146.43","147.33","147.92","146.32","11.20M","-0.47%"
"02/06/2025","147.12","148.15","148.46","146.90","12.42M","-0.90%"
