symbol,beta_pos,beta_neg,beta_diff
AAOI,1.9101369859621413,1.4430976549376835,0.4670393310244578
AAME,0.21391568830847293,0.057968029575520934,0.155947658732952
AAPL,1.3474353614937244,1.2043507148300063,0.14308464666371812
AAON,1.0900048828236557,0.9825326829549023,0.10747219986875345
AACG,0.24192701202729516,0.3741457406022316,-0.13221872857493644
AAL,1.1063230334953422,1.4738960589248244,-0.3675730254294822
ABEO,0.7145922632579832,1.3982362568068483,-0.6836439935488651
ABTS,-0.7101960651507512,0.29852598306121386,-1.008722048211965
