symbol,date,RS_21,RS_55,RS_123,anchored_RS,RSribbon_8,RSribbon_21,RSribbon_42,slope_21,slope_42
AACG,2015-08-13,24.147291666666742,19.57036755936257,,,-0.01589305351906159,-0.014607931447914476,-0.013666626063980595,0.000680272108843534,-0.0021942110177404286
AACG,2015-08-14,18.504355400696735,27.14334470989747,,,-0.011582708691475374,-0.0153468477040721,-0.013727442216750768,-0.0007389162561576238,-6.081615277017324e-05
AACG,2015-08-17,25.107438016529034,152.450212765959,,,-0.011582708691475374,-0.0153468477040721,-0.013727442216750768,0.0,0.0
AACG,2015-08-18,20.979602669093055,54.644335825187824,,,-0.01574937535814204,-0.016934149291373685,-0.014521093010401562,-0.0015873015873015851,-0.0007936507936507943
AACG,2015-08-19,15.094017094017138,28.42723404255328,,,-0.020059720185728228,-0.015174824871950739,-0.01534211107279893,0.0017593244194229456,-0.0008210180623973683
AACG,2015-08-20,8.079745222929951,10.900971558836313,,,-0.016271841397849443,-0.016395826092951964,-0.013641430800690085,-0.0012210012210012253,0.0017006802721088454
AACG,2015-08-21,5.6037319116527105,7.295575590907509,,,-0.02129416282642088,-0.019797186637169655,-0.014884235614923472,-0.003401360544217691,-0.0012428048142333874
AACG,2015-08-24,4.401792013545935,5.354027203342855,,,-0.03168498168498167,-0.022910739750722768,-0.01716463495414634,-0.003113553113553113,-0.0022803993392228675
AACG,2015-08-25,3.3446470588235284,5.115582191780816,,,-0.027518315018315004,-0.017898208422401966,-0.021450349239860625,0.005012531328320802,-0.004285714285714285
AACG,2015-08-26,5.09151464121995,7.92046787188353,,,-0.03726344245459688,-0.021369162021232804,-0.022081994676222346,-0.003470953598830838,-0.0006316454363617212
AACG,2015-08-27,5.642631246046816,9.506765089014351,,,-0.031581624272778705,-0.017844115639043572,-0.02058923456277258,0.003525046382189232,0.0014927601134497662
AACG,2015-08-28,4.804283435862392,9.303970588235298,,,-0.02198017499741639,-0.014373162040212736,-0.01913632693137525,0.003470953598830836,0.00145290763139733
AACG,2015-08-31,4.8443400571060105,9.431517315703974,,,-0.02287816350316353,-0.01635728902433972,-0.019703220355411527,-0.0019841269841269823,-0.0005668934240362772
AACG,2015-09-01,3.4514526371203873,7.014067995310667,,,-0.02287816350316353,-0.01635728902433972,-0.018404519056710228,0.0,0.0012987012987012991
AACG,2015-09-02,4.39289012003693,8.38073027718549,,,-0.013949592074592093,-0.01635728902433972,-0.017030892683083856,0.0,0.0013736263736263722
AACG,2015-09-03,4.707016364043928,8.541479284279003,,,-0.004961297760210828,-0.018427682399080922,-0.017094272072106547,-0.0020703933747412036,-6.337938902269136e-05
AACG,2015-09-04,4.276683087027916,6.439357142857148,,,-0.004961297760210828,-0.018427682399080922,-0.01456134400726359,0.0,0.0025329280648429577
AACG,2015-09-08,6.400492914356146,9.111461085145296,,,0.0004734848484848342,-0.018427682399080922,-0.015695130855336154,0.0,-0.0011337868480725648
AACG,2015-09-09,4.0540228113440255,6.7737406398910744,,,-0.005208333333333343,-0.01698468095607948,-0.016236256396461694,0.0014430014430014404,-0.0005411255411255401
AACG,2015-09-10,4.080669636301338,6.784336538571225,,,-0.004961297760210814,-0.01333208355348208,-0.014095804256009552,0.003652597402597402,0.0021404521404521423
AACG,2015-09-11,3.8909405808686417,7.714390243902439,,,0.00024703557312251434,-0.011795985243190218,-0.013542094399974114,0.0015360983102918613,0.0005537098560354382
AACG,2015-09-14,3.856515760524644,8.830485769750346,,,-0.005187747035573148,-0.012279077030629835,-0.013443504239272156,-0.0004830917874396167,9.859016070195778e-05
AACG,2015-09-15,4.303497942386826,10.276714357569995,,,0.0004940711462450287,-0.011756610990922421,-0.01355172934749726,0.0005224660397074136,-0.00010822510822510421
AACG,2015-09-16,3.926050420168058,19.12106107966546,,,0.01136363636363634,-0.009686217616181223,-0.01251653266012666,0.0020703933747411984,0.0010351966873706
AACG,2015-09-17,3.388326923698409,16.17166372721934,,,0.01136363636363634,-0.008098916028879636,-0.01251653266012666,0.0015873015873015869,0.0
AACG,2015-09-18,3.053923872180456,10.122856707781327,,,0.006155303030303011,-0.00844100688821188,-0.011807915880081309,-0.000342090859332244,0.0007086167800453517
AACG,2015-09-21,4.233104595550007,10.18467143057305,,,0.01159008563899866,-0.00637061351347068,-0.011383219803211322,0.0020703933747412,0.0004246960768699865
AACG,2015-09-22,5.376159301691203,8.370421919759167,,,0.005908267457180483,-0.002969252969252989,-0.011383219803211322,0.003401360544217691,0.0
AACG,2015-09-23,0.0,7.458185890257543,,,0.000699934123847154,0.0005411255411255248,-0.011184807104798623,0.0035103785103785135,0.00019841269841269944
AACG,2015-09-24,1.256965944272443,7.660761072988154,,,0.011569499341238465,0.002611518915866724,-0.007643344753267622,0.0020703933747411992,0.003541462351531001
AACG,2015-09-25,-19.174901185770853,7.770075757575737,,,0.005887681159420288,0.004681912290607929,-0.008343624865312437,0.002070393374741205,-0.0007002801120448154
AACG,2015-09-28,-1.6321386049185003,4.737850787132103,,,0.005661231884057982,0.004501537110232754,-0.0066712892644054085,-0.00018037518037517485,0.0016723356009070286
AACG,2015-09-29,-0.0,4.3050126800841735,,,0.0006612318840579778,0.0005263818307296482,-0.006923390104741543,-0.003975155279503106,-0.00025210084033613477
AACG,2015-09-30,-1.6426786606696604,4.784617711563182,,,0.0058695652173913065,0.0025105088148566304,-0.006923390104741543,0.0019841269841269823,0.0
AACG,2015-10-01,24.962608695652275,4.017374727668844,,,0.010851449275362343,0.006478762783110606,-0.004939263120614556,0.003968253968253975,0.0019841269841269875
AACG,2015-10-02,135.57565217391144,4.387961662397747,,,0.01565914158305466,0.008310264614612442,-0.004023512204863638,0.0018315018315018363,0.0009157509157509177
AACG,2015-10-05,12.351861230691298,5.440544412607454,,,0.02086747491638799,0.010380657989353646,-0.004023512204863638,0.0020703933747412036,0.0
AACG,2015-10-06,11.901502245624854,4.0976126299576405,,,0.02932158119658121,0.01567166328035893,-0.001378009559360997,0.005291005291005284,0.002645502645502641
AACG,2015-10-07,23.735881542699655,4.403440967460423,,,0.025154914529914543,0.014084361693057343,-0.00217166035301179,-0.0015873015873015869,-0.0007936507936507932
AACG,2015-10-08,9.890501655207501,5.2435515873016065,,,0.024256926024167416,0.01572639781785209,-0.000629141569113695,0.0016420361247947487,0.001542518783898095
AACG,2015-10-09,9.491665509098429,6.020045819014911,,,0.02925692602416742,0.013561895653349929,0.000114906049933924,-0.0021645021645021623,0.000744047619047619
AACG,2015-10-12,13.58137745286649,5.279319681841284,,,0.03759025935750075,0.0167364988279531,0.0024702567923814422,0.003174603174603172,0.0023553507424475184
AACG,2015-10-13,15.758472296933864,2.8550124275062236,,,0.023267342690834067,0.017318796964599068,0.0025198599669846167,0.0005822981366459673,4.960317460317443e-05
AACG,2015-10-14,48.07696462327742,1.8122943722943758,,,0.022491908447657874,0.016690393110388762,0.002466891059733171,-0.0006284038542103063,-5.296890725144587e-05
AACG,2015-10-15,26.162150349650275,0.7322036252517563,,,0.026398158447657874,0.0161080949737428,0.00321093867878079,-0.0005822981366459604,0.000744047619047619
AACG,2015-10-16,17.396853146853214,-0.0,,,0.012509269558769007,0.0161080949737428,0.004004589472431584,0.0,0.0007936507936507939
AACG,2015-10-19,12.37034058928264,-0.9094367353996428,,,0.020463815013314457,0.019535223400871226,0.005547108256329673,0.0034271284271284244,0.0015425187838980893
AACG,2015-10-20,15.415360501567413,-2.8382034632034565,,,0.023506411362198804,0.020265950474309288,0.006947668480419304,0.0007307270734380616,0.0014005602240896309
AACG,2015-10-21,13.80965660542429,-3.4103942652329686,,,0.02697863358442104,0.021588701797060617,0.009309724413903814,0.0013227513227513296,0.0023620559334845102
AACG,2015-10-22,10.379411877174844,-5.380998142097472,,,0.01864530025108771,0.023572828781187598,0.012056977161156562,0.0019841269841269805,0.002747252747252748
AACG,2015-10-23,7.3189393939394085,-30.066378066377318,,,0.02255155025108771,0.0215024354064464,0.012056977161156562,-0.0020703933747411966,0.0
AACG,2015-10-26,7.477632832975936,-39.34848484848413,,,0.018519292186571584,0.0215024354064464,0.013092173848527164,0.0,0.0010351966873706018
AACG,2015-10-27,4.497512221618684,-6.867493472584896,,,0.011234663808193199,0.018231307135318123,0.011366422122775438,-0.0032711282711282777,-0.0017257517257517254
AACG,2015-10-28,4.187904138376974,43.373569198748456,,,0.007762441585970975,0.018813317717328706,0.009669849774029177,0.000582010582010583,-0.0016965723487462614
AACG,2015-10-29,5.194805194805186,105.35858585858043,,,0.0039745627980921905,0.018813317717328706,0.010661913266092667,0.0,0.0009920634920634903
AACG,2015-10-30,5.706347636938897,-161.6431034482741,,,0.00733590733590736,0.018926696402135963,0.012702729592623283,0.00011337868480725682,0.002040816326530616
AACG,2015-11-02,6.626306725848324,60.86375661375817,,,0.013732106166316704,0.02085459306687473,0.014582428840743586,0.001927896664738766,0.0018796992481203024
AACG,2015-11-03,8.989323199420898,113.64324324324087,,,0.016780886654121585,0.02201603325270516,0.016198345621029404,0.0011614401858304306,0.0016159167802858188
AACG,2015-11-04,6.470261437908487,174.07215836525145,,,0.016780886654121585,0.016725027961699876,0.016198345621029404,-0.005291005291005284,0.0
AACG,2015-11-05,7.272118983735789,43.90429275158318,,,0.01082850570174064,0.016044755852856342,0.015064558772956841,-0.000680272108843534,-0.001133786848072563
AACG,2015-11-06,7.822066822066843,13.739257592800918,,,0.014206884080119025,0.014402719728061593,0.015064558772956841,-0.0016420361247947487,0.0
AACG,2015-11-09,10.543694400837285,9.853796157417362,,,0.01767910630234125,0.014402719728061593,0.013982307690705761,0.0,-0.0010822510822510803
AACG,2015-11-10,6.874269859813087,6.986783531311278,,,0.014554106302341246,0.010037640362982228,0.013387069595467664,-0.004365079365079365,-0.0005952380952380966
AACG,2015-11-11,8.158756729855703,6.6557377049180255,,,0.007044948793183736,0.012746736822078693,0.015032766893338882,0.002709096459096465,0.001645697297871217
AACG,2015-11-12,10.827582046332099,15.885178802240429,,,0.00030152774055214326,0.012401114702263022,0.014545753906325893,-0.00034562211981567156,-0.0004870129870129889
AACG,2015-11-13,-613.30303030298,46.515950240177666,,,0.00030152774055214326,0.012074459649998214,0.014091277311870508,-0.0003266550522648074,-0.00045447659445538476
AACG,2015-11-16,24.52103120759868,21.90986262312084,,,-0.0026746627356383362,0.010940672801925651,0.013524383887834227,-0.001133786848072563,-0.0005668934240362807
AACG,2015-11-17,35.81718915110927,23.026909818747843,3.9909718534254033,,0.012424059680157251,0.0129819919164155,0.016258607658643363,0.0020413191144898497,0.002734223770809136
AACG,2015-11-18,11.752314814814788,11.760946381932705,-1.156968508227081,,0.020946786952884516,0.013427624714989483,0.016846787594649387,0.0004456327985739826,0.0005881799360060239
AACG,2015-11-19,8.758405275259271,15.37138913536431,1.1157407407407334,,0.020946786952884516,0.012104873392238156,0.016846787594649387,-0.0013227513227513279,0.0
AACG,2015-11-20,19.64982693865543,17.981304719899942,-7.390928220715317,,0.032050510357139836,0.015144387070049704,0.01935860792561865,0.003039513677811549,0.002511820330969264
AACG,2015-11-23,78.71787577050527,16.367263933164786,-10.740188183436477,,0.03634538215201162,0.018001529927192565,0.019751982666819483,0.00285714285714286,0.00039337474120083177
AACG,2015-11-24,37.527404499471,20.192071086807925,-4.379034769071112,,0.023786419887860677,0.014407639540849343,0.01795503747364787,-0.003593890386343222,-0.0017969451931716118
AACG,2015-11-25,39.920772946859536,18.027105637725114,-8.924772036474193,,0.0283907006245456,0.018610092722894368,0.018420699929106246,0.004202453182045025,0.0004656624554583745
AACG,2015-11-27,-5375.057142851236,18.479522938095553,-55.95194508008936,,0.033770737254582225,0.020848594961396603,0.019830956339362653,0.002238502238502235,0.0014102564102564073
AACG,2015-11-30,-112.76126984127028,20.708251401937186,-17.954701441317653,,0.022265905225129848,0.0199501223648108,0.019381720041069753,-0.0008984725965858024,-0.0004492362982928995
AACG,2015-12-01,37.73865698729611,18.98881866796308,11.155042918455138,,0.0185508702600949,0.017699991543251404,0.018313343972693682,-0.0022501308215593964,-0.0010683760683760715
AACG,2015-12-02,-27.120067420186487,26.29324243203836,-442.59574468097577,,0.0185508702600949,0.013940593047010801,0.017397593056942766,-0.003759398496240603,-0.000915750915750916
AACG,2015-12-03,-10.013289036544807,45.932320441989006,-3.8636029951549116,,0.010572146855839584,0.01277915286118037,0.017397593056942766,-0.0011614401858304306,0.0
AACG,2015-12-04,-51.94362084456198,23.692857142857182,-4.808253533971649,,0.0007573320410247664,0.011897318646012824,0.01431117330385635,-0.0008818342151675467,-0.003086419753086416
AACG,2015-12-07,-32.23530701754352,22.15821560252619,-7.246020761245707,,0.012549784871213457,0.015063364938743749,0.015554060395800045,0.003166046292730925,0.0012428870919436955
AACG,2015-12-08,-23.58651685393258,27.149758454106333,-3.7115384615384075,,0.009526353276353275,0.016827033369078842,0.015614876548570219,0.0017636684303350934,6.081615277017324e-05
AACG,2015-12-09,-28.496935483871027,25.464370829361357,-0.768663831035477,,0.009354649979649951,0.01767737350513325,0.01604004661659742,0.0008503401360544088,0.0004251700680272027
AACG,2015-12-10,-32.568970013037806,25.27382869411855,-0.7781564908120739,,0.011713140545687686,0.018867849695609444,0.014452745029295836,0.0011904761904761932,-0.0015873015873015851
AACG,2015-12-11,-12.430111821086278,31.119181213632654,0.34814863445378336,,0.0025194833257146804,0.015976004698501287,0.01436137076028999,-0.0028918449971081575,-9.137426900584535e-05
AACG,2015-12-14,-33.13024997469906,29.31056843267097,-0.42767958488729707,,0.0070649378711692,0.016517130239626823,0.014459122470944922,0.0005411255411255367,9.775171065493082e-05
AACG,2015-12-15,35.41666666666678,14.905346534653455,-2.5707227281534535,,0.0070649378711692,0.015355690053796393,0.013715074851897303,-0.0011614401858304306,-0.0007440476190476181
AACG,2015-12-16,42.780242676798316,14.122442680776015,-5.705613752350266,,0.011572735142124368,0.017324898789922424,0.014132785795924039,0.0019692087361260317,0.0004177109440267352
AACG,2015-12-17,-76.75294117647084,22.313371616078754,-5.058110944527754,,0.009214244576086633,0.013840578232431133,0.013411285074423317,-0.003484320557491292,-0.0007215007215007219
AACG,2015-12-18,-6.2439316751573255,28.9810752283213,0.3681012746883324,,0.004584614946457011,0.010593824985677888,0.012010724850333686,-0.0032467532467532444,-0.0014005602240896309
AACG,2015-12-21,-8.118156028368839,32.09880080653717,-0.0,,0.0023524720893141893,0.010593824985677888,0.011349349188958021,0.0,-0.0006613756613756648
AACG,2015-12-22,-6.658804780876522,43.87250712250723,-1.9407658932277077,,0.0023524720893141893,0.007554311307866339,0.011349349188958021,-0.003039513677811549,0.0
AACG,2015-12-23,-10.592774346391566,22.67657977883089,92.10267857140843,,0.00889360941538797,0.005518186513120849,0.011759858220156707,-0.00203612479474549,0.00041050903119868587
AACG,2015-12-24,-22.758733386593075,36.94362174740846,-20.727937915742537,,0.014941375208916502,0.013147589409552851,0.013777614475201098,0.007629402896432002,0.002017756255044391
AACG,2015-12-28,-11.158653846153822,48.27177107501959,-17.706707086017172,,0.009082000208916502,0.007999994657366259,0.013305043690130313,-0.005147594752186593,-0.0004725707850707847
AACG,2015-12-29,-26.964683115626933,32.78839895013116,52.77551020408259,,0.006889017752776144,0.007084243741615347,0.013966419351505974,-0.0009157509157509116,0.0006613756613756613
AACG,2015-12-30,-21.180542986425273,39.83353758169943,-34.63473196243891,,0.006889017752776144,0.00798271633820115,0.013966419351505974,0.0008984725965858033,0.0
AACG,2015-12-31,-5.306580856836416,49.84328358208925,-348.07823129252193,,0.008938198080644999,0.006931854631601736,0.012315923087426569,-0.0010508617065994146,-0.0016504962640794055
AACG,2016-01-04,-4.035401419383458,97.6888513513525,-20.532324540744167,,0.006922069048386936,0.006163805476455807,0.010052199261733305,-0.0007680491551459289,-0.0022637238256932642
AACG,2016-01-05,-10.38297872340428,-255.54292929292424,-13.867111853088526,,0.011020429704124646,0.007725085726260648,0.01025211929372051,0.0015612802498048417,0.00019992003198720555
AACG,2016-01-06,-6.227382680212869,-51.820730671198085,-11.615055639481684,,0.020770019195093442,0.01314206733371844,0.012519692989865631,0.005416981607457792,0.002267573696145121
AACG,2016-01-07,-2.0093559977888327,-17.825574600701177,-5.754078350278582,,-0.004315954767078009,0.006722545737822769,0.010892955338283258,-0.006419521595895671,-0.0016267376515823728
AACG,2016-01-08,-0.26024011299434624,-10.888174019607845,-4.8308791801510225,,-0.006653301078553428,0.0018363168078779912,0.009331675088478417,-0.004886228929944778,-0.0015612802498048417
AACG,2016-01-11,2.6094048681024624,-6.304763797410856,-1.5128186867967512,,-0.026390143183816578,-0.006532820320657617,0.005572276592237817,-0.008369137128535608,-0.0037593984962405996
AACG,2016-01-12,1.9032691861813122,-6.824443072246245,-2.4252261841405045,,-0.018577643183816578,-0.0035566298444671407,0.007655609925571151,0.002976190476190476,0.0020833333333333337
AACG,2016-01-13,-0.0,-5.460014909447038,-2.7678971588635455,,-0.010822901943057961,0.0018490411958788247,0.008912522947190056,0.005405671040345965,0.0012569130216189056
AACG,2016-01-14,1.0630947999368998,-6.369694996201031,-4.12906242693477,,-0.011079500183527172,-0.0007483614015237629,0.007884384419051529,-0.002597402597402588,-0.0010281385281385273
AACG,2016-01-15,0.8791936923854681,-5.2562709530651315,-2.9376442924326662,,-0.017492675654079692,-0.00163019561669131,0.006862747218552541,-0.0008818342151675472,-0.0010216372004989878
AACG,2016-01-19,0.9317805904138635,-5.1435953520164,-3.092870076957902,,-0.029397437558841583,-0.0024656175047447796,0.007429640642588823,-0.0008354218880534696,0.0005668934240362815
AACG,2016-01-20,1.5423952864750519,-3.8915999254982276,-2.9797974973732,,-0.0219801556337664,-0.0051610352945021965,0.004339771468964468,-0.002695417789757417,-0.0030898691736243548
AACG,2016-01-21,2.0265251989389905,-3.12097258355013,-4.899235827261422,,-0.013783434322290983,-0.0051610352945021965,0.002716394845587846,0.0,-0.0016233766233766222
AACG,2016-01-22,1.8293058195311793,-2.8626502745757705,-5.457311555862288,,0.010953407782972172,-0.0032562733897402905,0.003668775797968799,0.001904761904761906,0.0009523809523809532
AACG,2016-01-25,1.302847649677321,-2.1587165162584134,-4.822106466776774,,0.0031409077829721715,-0.0032562733897402905,0.0021490189590630247,0.0,-0.0015197568389057744
AACG,2016-01-26,1.741786463881532,-2.2672010928176,-5.6104656319290465,,-0.00906685993950146,-0.004993042367888577,0.0002625720726161359,-0.0017367689781482864,-0.0018864468864468887
AACG,2016-01-27,1.809164325842696,-3.3884970032272945,-6.063323451910404,,0.0005588085096964041,-0.006227434429798086,0.003460077489877383,-0.0012343920619095087,0.003197505417261247
AACG,2016-01-28,2.273723251349369,-2.5500485908649204,-5.282443200331764,,-0.006385635934748057,-0.007522628433325428,0.00023868311202041555,-0.001295194003527342,-0.0032213943778569673
AACG,2016-01-29,2.2188797418803823,-4.505635838150291,-7.872196821249726,,-0.001385635934748053,-0.005617866528563521,0.0007331886065259126,0.0019047619047619065,0.000494505494505497
AACG,2016-02-01,2.7279217345319924,-4.501216281961198,-7.140557696667414,,0.0032859896095190078,-0.00653361744431444,0.0007245494469433556,-0.0009157509157509186,-8.639159582556977e-06
AACG,2016-02-02,2.3396826850431522,-3.6191860465116292,-6.642571898385853,,0.005736970001675862,-0.006380550753157107,0.0002756519392223148,0.00015306669115733307,-0.0004488975077210408
AACG,2016-02-03,3.6222145872189992,-3.3642093724307998,-6.482609254262797,,-0.004070722306016461,-0.007444003429513013,-0.000640098976528603,-0.0010634526763559065,-0.0009157509157509177
AACG,2016-02-04,3.479468599033816,-4.480620155038756,-6.9693958664546996,,0.0009292776939835434,-0.007100521774555948,0.00031228197585235023,0.0003434816549570648,0.0009523809523809532
AACG,2016-02-05,4.184214329825115,-3.4696107700107057,-7.24663748004615,,0.005736970001675848,-0.01071991825109528,0.0012110745413115801,-0.003619396476539332,0.0008987925654592298
AACG,2016-02-08,3.551181534075342,-1.6558375634517783,-6.2753330468414354,,-0.006332952306870213,-0.00699581444495702,-0.00013663435356712586,0.0037241038061382598,-0.001347708894878706
AACG,2016-02-09,3.3815915146031243,-0.57474392688354,-6.525384798950005,,0.0004753265602321921,-0.004806960761407096,-0.0014853219767645527,0.0021888536835499243,-0.0013486876231974267
AACG,2016-02-10,-1.1163532961931306,-0.5793395254753138,-5.819421257651643,,-0.004524673439767812,0.0027118362310741034,-0.0019104920447917566,0.007518796992481199,-0.000425170068027204
AACG,2016-02-11,1.3873622441677398,0.4819377162629763,-4.359165751920965,,-0.00962082728592166,-0.0031214971022592323,-0.0033390634733631865,-0.005833333333333336,-0.0014285714285714299
AACG,2016-02-12,9.434652406417147,0.8875070180512795,-5.919134142536655,,-0.009412233209993418,-0.00584315314056109,-0.0019970559723411323,-0.0027216560383018576,0.0013420075010220542
AACG,2016-02-16,6.7917726887192496,-0.0,-8.476630434782606,,-0.0020003742356344417,-0.003985288782696735,-0.002366825092110249,0.0018578643578643552,-0.00036976911976911676
AACG,2016-02-17,-3.814769730168396,0.9912684477767764,-13.352354715991057,,-0.009551394643797714,-0.004075271865877099,-0.0028527337412842047,-8.998308318036458e-05,-0.00048590864917395565
AACG,2016-02-18,-4.862496769190992,1.1443949232908834,-31.406489931913622,,-0.01195524079764386,-0.004075271865877099,-0.0032704446853109395,0.0,-0.0004177109440267348
AACG,2016-02-19,-2.5426324786324748,1.4762986091399364,76.95934959349621,,-0.012446592998901718,-0.0033639810602466647,-0.004262508177374431,0.0007112908056304346,-0.0009920634920634916
AACG,2016-02-22,-2.9317647058823466,2.4784873989202456,21.889602053915258,,-0.015430395215440512,-0.005434374434987869,-0.005297704864745033,-0.0020703933747412044,-0.0010351966873706018
AACG,2016-02-23,-25.466079059829525,2.9210563281359763,-91.87973484848425,,-0.021112213397258703,-0.009503638504251944,-0.0063799559469961175,-0.004069264069264075,-0.0010822510822510846
AACG,2016-02-24,-5.479783973142586,3.16824336857726,-31.34467222347373,,-0.007659832444877737,-0.007236064808106816,-0.0052461690989235536,0.002267573696145128,0.001133786848072564
AACG,2016-02-25,-7.759977171741845,3.382803234501352,-37.87107974910392,,-0.018842134185690113,-0.009567067139109148,-0.0072800547534988625,-0.002331002331002332,-0.002033885654575309
AACG,2016-02-26,-3.7552706552706487,2.085621252546119,-85.03916636722906,,-0.003153617925527513,-0.005399546472305846,-0.005813490451051966,0.004167520666803302,0.0014665643024468966
