Price,Close,High,Low,Open,Volume
Ticker,AADR,AADR,AADR,AADR,AADR
Date,,,,,
2015-01-05,32.6160888671875,32.841400348983996,32.56201631186378,32.56201631186378,600
2015-01-06,32.345726013183594,32.345726013183594,32.04831655083989,32.05732750025211,600
2015-01-07,32.345726013183594,32.345726013183594,32.345726013183594,32.345726013183594,0
2015-01-08,32.85041809082031,33.165852822380515,32.85041809082031,33.102765876068474,1100
2015-01-09,32.85041809082031,32.85041809082031,32.85041809082031,32.85041809082031,0
2015-01-12,32.79634475708008,32.79634475708008,32.79634475708008,32.79634475708008,100
2015-01-13,32.79634475708008,32.79634475708008,32.79634475708008,32.79634475708008,0
2015-01-14,32.6701774597168,32.6701774597168,32.6251158335756,32.6251158335756,1100
2015-01-15,32.6701774597168,32.6701774597168,32.6701774597168,32.6701774597168,0
2015-01-16,32.6701774597168,32.6701774597168,32.6701774597168,32.6701774597168,200
2015-01-20,32.89549255371094,33.07574251557426,32.86845626272516,33.07574251557426,2000
2015-01-21,32.89549255371094,32.89549255371094,32.89549255371094,32.89549255371094,0
2015-01-22,33.553401947021484,33.553401947021484,33.120804101921586,33.120804101921586,1700
2015-01-23,33.553401947021484,33.553401947021484,33.553401947021484,33.553401947021484,0
2015-01-26,33.706607818603516,33.733644103297166,33.58944485496225,33.58944485496225,800
2015-01-27,33.787715911865234,33.787715911865234,33.76067619255054,33.76067619255054,300
2015-01-28,33.35511016845703,33.35511016845703,33.2649869511575,33.2649869511575,1200
2015-01-29,32.976600646972656,32.976600646972656,32.976600646972656,32.976600646972656,100
2015-01-30,32.8864860534668,32.94957303295965,32.81438468377066,32.81438468377066,900
2015-02-02,33.11178970336914,33.26499992010613,32.80536583191347,33.26499992010613,2600
2015-02-03,33.51734161376953,33.51734161376953,33.51734161376953,33.51734161376953,200
2015-02-04,33.751670837402344,33.7967324597524,33.751670837402344,33.7967324597524,2800
2015-02-05,33.868839263916016,33.9499481344281,33.787726955421974,33.805748856881124,3500
2015-02-06,33.562408447265625,33.769694651113554,33.562408447265625,33.769694651113554,1400
2015-02-09,33.65254592895508,33.65254592895508,33.37315826398229,33.38217265464935,3500
2015-02-10,33.949947357177734,33.949947357177734,33.553400212497614,33.796737132408786,2100
2015-02-11,33.62550354003906,33.62550354003906,33.62550354003906,33.62550354003906,100
2015-02-12,34.16624450683594,34.20229518122015,33.40018658506992,33.40018658506992,1500
2015-02-13,34.18427276611328,34.50872198734215,34.18427276611328,34.50872198734215,1000
2015-02-17,34.50871658325195,35.004401287846214,34.409578954736844,35.004401287846214,1800
2015-02-18,34.59885025024414,34.59885025024414,34.59885025024414,34.59885025024414,300
2015-02-19,34.82416915893555,34.92330683810164,34.77910751512815,34.90528149298207,5100
2015-02-20,34.75205993652344,35.13959613584896,34.75205993652344,35.13959613584896,400
2015-02-23,34.87823486328125,34.87823486328125,34.87823486328125,34.87823486328125,300
2015-02-24,35.220703125,35.220703125,34.93230117823095,34.93230117823095,2000
2015-02-25,35.2747688293457,35.30180510991191,35.05847170885453,35.05847170885453,1000
2015-02-26,35.211700439453125,35.211700439453125,35.112562774489966,35.211700439453125,1800
2015-02-27,35.3739128112793,35.446014156412325,35.31082585327859,35.446014156412325,900
2015-03-02,35.3739128112793,35.3739128112793,35.3739128112793,35.3739128112793,0
2015-03-03,35.15761947631836,35.15761947631836,35.15761947631836,35.15761947631836,0
2015-03-04,34.97737121582031,35.310831394435425,34.97737121582031,35.310831394435425,700
2015-03-05,34.914276123046875,35.166623935925806,34.914276123046875,35.166623935925806,1600
2015-03-06,34.914276123046875,34.914276123046875,34.914276123046875,34.914276123046875,0
2015-03-09,34.53575897216797,34.53575897216797,34.42761037557366,34.42761037557366,1800
2015-03-10,34.53575897216797,34.53575897216797,34.53575897216797,34.53575897216797,0
2015-03-11,34.53575897216797,34.53575897216797,34.53575897216797,34.53575897216797,0
2015-03-12,34.328468322753906,34.328468322753906,34.328468322753906,34.328468322753906,200
2015-03-13,34.64390563964844,34.64390563964844,34.59884401340851,34.59884401340851,300
2015-03-16,34.725013732910156,35.01341223146575,34.346491992798924,34.346491992798924,2000
2015-03-17,34.725013732910156,34.725013732910156,34.725013732910156,34.725013732910156,0
2015-03-18,34.49970245361328,34.49970245361328,34.49970245361328,34.49970245361328,0
2015-03-19,34.69797897338867,34.69797897338867,34.69797897338867,34.69797897338867,0
2015-03-20,35.68034744262695,35.68034744262695,35.1936735297426,35.1936735297426,200
2015-03-23,35.518123626708984,36.221094780705776,35.48207294240595,36.221094780705776,2800
2015-03-24,35.68034744262695,36.058869305104295,35.418985144450275,36.058869305104295,7300
2015-03-25,35.050201416015625,35.140605507268006,34.88747129280532,35.004999370389434,10600
2015-03-26,35.16774368286133,35.16774368286133,34.688592149552576,34.72475518012237,3800
2015-03-27,35.14060592651367,35.167729913169005,34.760904600289614,35.167729913169005,4800
2015-03-30,34.82420349121094,35.3214331154008,34.688593844297074,35.3214331154008,14800
2015-03-31,34.82420349121094,34.82420349121094,34.82420349121094,34.82420349121094,0
2015-04-01,34.688594818115234,34.833243502825695,34.688594818115234,34.833243502825695,10800
2015-04-02,35.13157653808594,35.15869708348903,35.13157653808594,35.15869708348903,1200
2015-04-06,35.42088317871094,35.674017532320065,35.38472014285337,35.674017532320065,1000
2015-04-07,35.54743957519531,35.54743957519531,35.54743957519531,35.54743957519531,600
2015-04-08,35.54743957519531,35.54743957519531,35.54743957519531,35.54743957519531,0
2015-04-09,36.162200927734375,36.162200927734375,36.15316189492878,36.15316189492878,500
2015-04-10,36.59613800048828,36.59613800048828,36.37012429980688,36.37012429980688,600
2015-04-13,36.41532516479492,36.41532516479492,36.41532516479492,36.41532516479492,300
2015-04-14,36.44245147705078,36.44245147705078,36.43340899747182,36.43340899747182,800
2015-04-15,36.460533142089844,36.460533142089844,36.460533142089844,36.460533142089844,300
2015-04-16,36.370140075683594,36.478625733432594,36.261654417934594,36.44246614664751,5600
2015-04-17,36.370140075683594,36.370140075683594,36.370140075683594,36.370140075683594,0
2015-04-20,36.370140075683594,36.370140075683594,36.370140075683594,36.370140075683594,0
2015-04-21,36.370140075683594,36.42438462890653,36.36110104116155,36.42438462890653,1300
2015-04-22,36.370140075683594,36.370140075683594,36.370140075683594,36.370140075683594,0
2015-04-23,36.370140075683594,36.370140075683594,36.370140075683594,36.370140075683594,0
2015-04-24,36.370140075683594,36.370140075683594,36.370140075683594,36.370140075683594,0
2015-04-27,36.921607971191406,36.921607971191406,36.921607971191406,36.921607971191406,100
2015-04-28,36.921607971191406,36.921607971191406,36.921607971191406,36.921607971191406,0
2015-04-29,36.921607971191406,36.921607971191406,36.921607971191406,36.921607971191406,0
2015-04-30,36.921607971191406,36.921607971191406,36.921607971191406,36.921607971191406,0
2015-05-01,36.65943145751953,36.686555454036665,36.65943145751953,36.686555454036665,500
2015-05-04,36.54190444946289,36.758879184731,36.41533729084667,36.523826382828936,2200
2015-05-05,36.279727935791016,36.279727935791016,36.279727935791016,36.279727935791016,700
2015-05-06,36.279727935791016,36.279727935791016,36.279727935791016,36.279727935791016,0
2015-05-07,36.07179260253906,36.07179260253906,36.07179260253906,36.07179260253906,0
2015-05-08,36.07179260253906,36.07179260253906,36.07179260253906,36.07179260253906,0
2015-05-11,36.48765182495117,36.62325797404353,36.48765182495117,36.61421894358217,1500
2015-05-12,36.48765182495117,36.55093538426667,36.48765182495117,36.55093538426667,1000
2015-05-13,36.52382278442383,36.52382278442383,36.469578243776986,36.469578243776986,2000
2015-05-14,36.52382278442383,36.52382278442383,36.52382278442383,36.52382278442383,0
2015-05-15,36.795040130615234,36.84024219203186,36.795040130615234,36.84024219203186,900
2015-05-18,36.767913818359375,36.767913818359375,36.56902407091743,36.578063103152786,1200
2015-05-19,36.550941467285156,36.57806201187812,36.550941467285156,36.57806201187812,1300
2015-05-20,36.550941467285156,36.550941467285156,36.550941467285156,36.550941467285156,0
2015-05-21,36.81311798095703,36.81311798095703,36.81311798095703,36.81311798095703,600
2015-05-22,36.578067779541016,36.79504251658522,36.578067779541016,36.79504251658522,200
2015-05-26,35.954261779785156,36.08986793799782,35.954261779785156,36.08986793799782,300
2015-05-27,36.42437744140625,36.42437744140625,36.42437744140625,36.42437744140625,300
