Price,Close,High,Low,Open,Volume
Ticker,ACIC,ACIC,ACIC,ACIC,ACIC
Date,,,,,
2015-01-05,17.26860809326172,17.512399587524122,17.065447998046874,17.065447998046874,152500
2015-01-06,17.187345504760742,17.398632211413627,16.95980716681816,17.268609861163956,190400
2015-01-07,17.081703186035156,17.414885657362202,16.935427652284023,17.325494708961244,109300
2015-01-08,17.674924850463867,17.772442359219863,17.14670901550512,17.14670901550512,114600
2015-01-09,17.6180362701416,17.82119627962204,17.244221046703906,17.715552206699005,185900
2015-01-12,17.463645935058594,17.609921487933054,17.154843195648326,17.54491030332095,184700
2015-01-13,17.861827850341797,18.235643077731122,17.45550782708568,17.65866783871374,436300
2015-01-14,18.081247329711914,18.390049972898606,17.51239847911887,17.723685150768045,125000
2015-01-15,18.463186264038086,18.95889732171747,17.89433900849305,18.23564798181539,186500
2015-01-16,18.585084915161133,18.958898720675066,18.219396148907578,18.45506103716888,170400
2015-01-20,18.942644119262695,18.999528689742824,17.878085807452045,18.63384150094701,329800
2015-01-21,18.918262481689453,19.21893845698511,18.22751807224427,18.999525253398758,198400
2015-01-22,19.300207138061523,19.300207138061523,18.633842339608695,19.162058224968494,130700
2015-01-23,19.105175018310547,19.4871154288892,18.69072824939066,19.381472864257137,129600
2015-01-26,19.446487426757812,19.771543316990062,19.072671990499167,19.19456930557641,164100
2015-01-27,19.3245906829834,19.722784322100146,19.186441742882597,19.422106670120044,173800
2015-01-28,20.576051712036133,21.348060600674142,20.21036451477734,20.21036451477734,792700
2015-01-29,20.827970504760742,21.10426833470975,20.413525309825616,20.689821589786238,495300
2015-01-30,19.852802276611328,20.966118591556878,19.698400189506266,20.909234019988784,2454600
2015-02-02,20.95799446105957,20.95799446105957,19.584631895157425,20.00720523081784,414300
2015-02-03,21.85190200805664,21.88440837124654,20.982376942580057,20.998630124175005,429600
2015-02-04,22.713298797607422,22.981470055772892,21.85189889563114,22.201334500207945,598500
2015-02-05,22.623905181884766,22.965214156395504,21.965666998895593,22.84331842621059,388900
2015-02-06,22.82706642150879,23.103364250782096,22.266344173867267,22.786435026022637,281400
2015-02-09,22.41262435913086,23.09524248580398,22.22571742087217,22.827071189610162,327200
2015-02-10,22.550769805908203,22.558896395440478,21.998174117621126,22.518263447779095,204900
2015-02-11,22.25009536743164,22.656415602081506,22.055061840798345,22.656415602081506,230900
2015-02-12,22.542640686035156,22.615778433627696,22.152573732200473,22.526387508794972,141500
2015-02-13,22.266342163085938,22.688915457929955,22.08756186910804,22.688915457929955,185700
2015-02-17,22.461380004882812,22.851448572180256,22.16070392695291,22.851448572180256,367300
2015-02-18,20.6898250579834,22.461381482270347,19.909690972052623,22.461381482270347,572900
2015-02-19,18.235652923583984,21.534972859806565,17.764321504123615,21.47808827383546,1376500
2015-02-20,18.666351318359375,18.755742267398823,17.601792720661592,18.09750391080586,544000
2015-02-23,19.617137908935547,19.901562346593813,18.690728389123148,18.690728389123148,550400
2015-02-24,19.9503231048584,20.031587462615217,19.503371462178947,19.61714063304527,283400
2015-02-25,19.575742721557617,20.137607741536,19.502455709707984,19.9177467059871,277200
2015-02-26,20.113178253173828,20.153892566390788,19.5675980690485,19.624598728812842,183400
2015-02-27,19.877033233642578,20.45518617909813,19.77931824912864,20.153894945018195,196100
2015-03-02,20.691328048706055,20.764615049603826,19.697884279977153,19.779314453547048,314900
2015-03-03,19.92588996887207,20.69133123319164,19.58388442976346,20.54475720883772,279100
2015-03-04,19.184879302978516,19.991034929014674,19.11159228668871,19.925891087107257,217400
2015-03-05,19.258167266845703,19.681603036654458,19.038306207158257,19.355883811090713,121900
2015-03-06,19.06273651123047,19.608316818797523,19.030165363917728,19.22559690724971,272800
2015-03-09,18.533445358276367,19.070882572049367,18.476444676990152,18.97316600902151,226500
2015-03-10,18.386863708496094,18.40315005447708,17.670281569998426,18.321719877723577,320300
2015-03-11,18.64743995666504,18.95687433304876,18.386864620648122,18.57415294926634,195700
2015-03-12,18.72887420654297,18.891734603512777,18.484585164240105,18.696301505888265,179500
2015-03-13,19.046449661254883,19.136023032030412,18.623015438388304,18.671872934651407,175000
2015-03-16,19.168590545654297,19.877029485835283,19.111588336758626,19.20930485599982,238000
2015-03-17,18.525299072265625,19.12788004252374,18.435725700621912,19.022021874069022,222500
2015-03-18,17.800567626953125,18.492720184086842,17.588849807739397,18.403148395568522,445500
2015-03-19,18.313581466674805,18.443869162097556,17.8005738600917,17.816858657155663,241300
2015-03-20,18.28101348876953,18.44387235970685,17.61328699252456,18.44387235970685,513500
2015-03-23,18.671871185302734,18.85101635691806,18.158862086572128,18.32172246305999,201800
2015-03-24,18.484586715698242,18.794019632130148,18.403156510378693,18.647445573185358,133700
2015-03-25,18.378725051879883,18.54158544540808,18.044862642983713,18.54158544540808,185000
2015-03-26,18.134435653686523,18.63930006789892,18.04486228371422,18.24843699499543,173200
2015-03-27,17.971574783325195,18.118148820036513,16.47326482406779,18.09371929620071,829400
2015-03-30,17.914573669433594,17.947146367072655,17.271276869427474,17.88200097179453,465600
2015-03-31,18.321720123291016,18.329863296390656,17.6865665998824,17.751710431528046,485900
2015-04-01,18.57415199279785,18.712582827072335,18.004143862901067,18.207718527825225,236800
2015-04-02,18.207717895507812,18.67186786691167,18.085571858274054,18.492721173982893,137800
2015-04-06,18.240291595458984,18.46015262958341,17.99600259297736,18.044860082843364,126300
2015-04-07,18.199581146240234,18.37872634924577,18.175151619540962,18.175151619540962,186300
2015-04-08,18.215862274169922,18.370577906113137,18.11814574854393,18.158860061549728,383200
2015-04-09,17.393423080444336,18.240293035294822,16.896700309283357,18.044861507252403,415300
2015-04-10,16.68498420715332,17.393424930675458,16.67684103180802,17.360852229294263,455700
2015-04-13,17.425992965698242,17.458565661260227,16.522122407975697,16.636123736139425,404100
2015-04-14,17.393423080444336,17.417851050729812,17.100275011804843,17.377136731486203,257800
2015-04-15,17.743568420410156,17.78428273185931,17.344560713081613,17.38527657768219,210700
2015-04-16,17.238706588745117,17.678427156844226,16.83155716676545,17.678427156844226,321100
2015-04-17,16.481409072875977,17.230564101331787,16.294120704049988,17.108419580495354,250700
2015-04-20,16.89670181274414,16.945559310814133,16.49769554667684,16.522125072287768,142000
2015-04-21,16.774553298950195,17.100272463821256,16.717552639241696,16.96998479787283,153800
2015-04-22,16.921127319335938,17.051414985345232,16.66869360743537,16.717552647052475,86500
2015-04-23,17.09212875366211,17.20613006949813,16.855982948980152,16.91298360689816,123500
2015-04-24,17.116565704345703,17.295710928890752,16.880418243982028,17.051421845133675,135200
2015-04-27,15.96839427947998,17.15726935866955,15.903250460800432,17.124698225905348,234600
2015-04-28,16.513980865478516,16.538408836411598,15.943971062046177,15.943971062046177,167100
2015-04-29,16.12311553955078,16.513980142026348,16.057971697996802,16.416263603119532,199900
2015-04-30,13.541787147521973,15.357674489247666,13.183496825887321,15.357674489247666,846700
2015-05-01,13.753503799438477,14.119938815808647,13.207923637927017,14.119938815808647,395000
2015-05-04,13.794221878051758,14.486376157200032,13.761649181079285,13.794221878051758,521400
2015-05-05,13.175353050231934,13.843077727402399,13.159066703678631,13.76164754778738,304100
2015-05-06,13.142780303955078,13.435928328122593,12.841490659695344,13.159066650442494,237000
2015-05-07,13.843079566955566,14.339802330778397,13.273069787055539,13.346356803132734,328700
2015-05-08,13.655791282653809,14.209514716532572,13.492930900988863,13.883793953202684,176100
2015-05-11,12.874064445495605,13.30564259459549,12.711204063276005,12.931065113326952,443900
